Volume (m3)	Temperature (C)
0.000852	343.903921
0.000004	344.444967
0.000635	369.753196
0.000695	469.523710
0.000896	381.825363
0.000639	499.180226
0.000694	471.965429
0.000848	480.568535
0.000549	410.407734
0.000571	406.174755
0.000606	467.796136
0.000673	344.322288
0.000338	322.523145
0.000213	307.763694
0.000345	376.747491
0.000081	392.615418
0.000125	393.832080
0.000866	303.171242
0.000824	301.910631
0.000066	352.881458
0.000571	439.991945
0.000410	431.283945
0.000610	352.226667
0.000791	312.459186
0.000197	317.889127
0.000304	319.632375
0.000235	367.315797
0.000855	317.816718
0.000915	379.891904
0.000295	400.450812
0.000438	372.774160
0.000498	359.051806
0.000550	355.382635
0.000746	462.204731
0.000406	394.303220
0.000236	483.171787
0.000677	406.166799
0.000736	493.694913
0.000075	351.443371
0.000814	320.624710
0.000535	317.851702
0.000197	428.842315
0.000161	387.878655
0.000355	472.052276
0.000926	376.621404
0.000477	355.616816
0.000985	430.274880
0.000436	493.706577
0.000013	332.214376
0.000334	418.909591
0.000272	378.587876
0.000429	485.641716
0.000694	338.449011
0.000710	331.889764
0.000045	363.547417
0.000141	467.892822
0.000730	409.125931
0.000088	324.818445
0.000811	401.296148
0.000688	418.650462
0.000034	311.781018
0.000418	332.409960
0.000791	450.438846
0.000317	398.640831
0.000082	380.737055
0.000219	345.763160
0.000146	384.910869
0.000737	485.192772
0.000693	304.496048
0.000772	364.982974
0.000861	461.721307
0.000284	324.565002
0.000583	344.434652
0.000284	375.825776
0.000488	382.126186
0.000046	419.017997
0.000623	434.913503
0.000909	495.107533
0.000729	439.485329
0.000750	472.422270
0.000914	342.726829
0.000315	488.135161
0.000786	399.125700
0.000371	474.361416
0.000536	423.658705
0.000498	447.131327
0.000379	389.087805
0.000849	443.134526
0.000260	389.778864
0.000153	338.438433
0.000505	473.295978
0.000803	343.009007
0.000028	303.454068
0.000432	305.100869
0.000235	489.827259
0.000800	420.917530
0.000754	331.722578
0.000944	458.193769
0.000754	369.948530
0.000805	491.448093
0.000118	359.269247
0.000718	462.553884
0.000054	496.337850
0.000940	461.058296
0.000193	322.414303
0.000366	362.053906
0.000514	363.945297
0.000871	403.470230
0.000034	487.134684
0.000502	475.665924
0.000247	471.139542
0.000773	359.770037
0.000649	366.979616
0.000128	441.312716
0.000278	415.318771
0.000905	391.760228
0.000929	310.445121
0.000525	339.332662
0.000026	380.461513
0.000211	452.005694
0.000463	338.899019
0.000820	383.006797
0.000332	378.457315
0.000804	432.381921
0.000211	437.129855
0.000768	445.461841
0.000112	463.737165
0.000481	321.479286
0.000544	467.970450
0.000476	439.730844
0.000126	472.983870
0.000076	423.123418
0.000832	499.191995
0.000731	336.052082
0.000480	378.306368
0.000067	418.719715
0.000553	378.928712
0.000492	401.197964
0.000997	305.453700
0.000394	474.712119
0.000700	455.815175
0.000357	341.749302
0.000996	353.931957
0.000235	338.973520
0.000094	409.739228
0.000764	417.706922
0.000856	451.118141
0.000394	338.801659
0.000201	461.230543
0.000237	466.508586
0.000002	310.679897
0.000448	487.983066
0.000084	321.961444
0.000917	354.337922
0.000439	327.300954
0.000378	378.238081
0.000687	371.031039
0.000654	426.446850
0.000265	339.892497
0.000568	400.982472
0.000665	413.788051
0.000739	369.487846
0.000026	329.865560
0.000465	338.584673
0.000133	491.957270
0.000749	345.022551
0.000758	386.891868
0.000247	320.260501
0.000963	448.042313
0.000248	436.628485
0.000884	480.569845
0.000473	405.697717
0.000358	432.768342
0.000070	478.348609
0.000354	434.739690
0.000594	300.522609
0.000354	375.538282
0.000651	470.050042
0.000545	372.431799
0.000223	366.901760
0.000238	426.680758
0.000320	308.242278
0.000604	445.595497
0.000587	486.268203
0.000456	352.119481
0.000267	328.103818
0.000270	478.796570
0.000993	452.358091
0.000646	457.700002
0.000480	330.812685
0.000629	496.929322
0.000849	487.243859
0.000243	472.191885
0.000139	359.026504
0.000287	313.048550
0.000628	454.255871
0.000203	389.479246
0.000657	359.319259
0.000407	338.332304
0.000847	332.084272
0.000765	396.474613
0.000988	453.333060
0.000845	354.544927
0.000910	331.861695
0.000483	482.553873
0.000476	439.121715
0.000363	413.759052
0.000914	467.578236
0.000060	412.482779
0.000993	449.290779
0.000382	436.992849
0.000382	496.496769
0.000616	439.801980
0.000300	425.012699
0.000637	489.376400
0.000843	381.745457
0.000918	425.171642
0.000399	339.818872
0.000391	433.969212
0.000108	370.580567
0.000466	351.063965
0.000606	381.823697
0.000477	326.731980
0.000892	477.610516
0.000402	452.765559
0.000131	330.739590
0.000236	357.134286
0.000639	439.911462
0.000001	339.642324
0.000007	354.612786
0.000999	375.500611
0.000740	407.899628
0.000851	345.311058
0.000301	422.773513
0.000159	499.117849
0.000548	481.074406
0.000429	401.682659
0.000150	492.474454
0.000319	330.327656
0.000783	308.015119
0.000754	462.081950
0.000448	341.673136
0.000577	364.074509
0.000941	418.066114
0.000269	308.465281
0.000421	381.811002
0.000548	449.841453
0.000116	450.796410
0.000985	334.765412
0.000391	402.031081
0.000504	403.604475
0.000804	396.490710
0.000964	450.500699
0.000569	336.929566
0.000111	475.876760
0.000731	448.910400
0.000831	435.058087
0.000924	378.087932
0.000450	303.566957
0.000838	457.790485
0.000647	303.782647
0.000350	478.927028
0.000855	480.282240
0.000687	353.273143
0.000898	410.663214
0.000110	424.170831
0.000697	369.538106
0.000206	457.084451
0.000782	410.256830
0.000550	477.197564
0.000190	422.261175
0.000110	355.038230
0.000554	371.235732
0.000578	391.571899
0.000271	389.919283
0.000808	411.235159
0.000629	417.870693
0.000686	361.617420
0.000930	372.725557
0.000209	355.500532
0.000421	414.978778
0.000435	435.862557
0.000185	441.729315
0.000736	424.873025
0.000260	398.673035
0.000907	301.627585
0.000424	497.019397
0.000200	490.225342
0.000379	388.152120
0.000544	444.502140
0.000793	496.255072
0.000695	488.407002
0.000541	300.924087
0.000465	345.325959
0.000531	309.238888
0.000263	345.101498
0.000428	335.711390
0.000580	371.446816
0.000772	324.331547
0.000306	350.781230
0.000134	401.524671
0.000870	301.614153
0.000893	456.241153
0.000920	392.850421
0.000366	412.519172
0.000341	329.212033
0.000921	375.350089
0.000997	474.182916
0.000959	310.607875
0.000101	367.042990
0.000373	492.338212
0.000613	345.647271
0.000759	457.504389
0.000629	458.212652
0.000912	326.308556
0.000034	333.383129
0.000852	461.656826
0.000008	435.811223
0.000044	423.176163
0.000200	480.827399
0.000828	305.159535
0.000368	356.269010
0.000463	400.826387
0.000050	469.217620
0.000327	479.134243
0.000094	490.894917
0.000435	436.523614
0.000927	370.780976
0.000746	463.238961
0.000471	383.117943
0.000234	416.671062
0.000431	496.560897
0.000606	442.924878
0.000426	452.649710
0.000255	479.227633
0.000510	440.078883
0.000853	453.032723
0.000882	303.888070
0.000676	387.821320
0.000665	444.510111
0.000955	355.099399
0.000458	335.931040
0.000820	471.666994
0.000504	311.424758
0.000970	346.680094
0.000488	471.103695
0.000716	461.256808
0.000079	330.144626
0.000432	367.770472
0.000727	362.208899
0.000344	373.506587
0.000710	462.540574
0.000481	339.845401
0.000019	324.700627
0.000189	461.897058
0.000441	403.721664
0.000906	423.914577
0.000940	480.084993
0.000563	391.106807
0.000611	317.142088
0.000891	334.694249
0.000506	324.990721
0.000215	423.591408
0.000702	343.610768
0.000807	422.451352
0.000671	391.173320
0.000530	401.712943
0.000913	450.436546
0.000303	437.305237
0.000306	362.573921
0.000520	359.343528
0.000380	404.619593
0.000418	316.783988
0.000706	488.601056
0.000470	498.094192
0.000939	342.892776
0.000759	448.704515
0.000492	447.246851
0.000059	493.014123
0.000964	407.995000
0.000492	491.521439
0.000500	375.150828
0.000580	339.177819
0.000320	324.903675
0.000316	464.520732
0.000226	439.566538
0.000147	395.257460
0.000535	355.345200
0.000728	469.366462
0.000558	422.075564
0.000109	447.276284
0.000889	453.312601
0.000191	440.695818
0.000801	434.765206
0.000566	480.525720
0.000244	488.667321
0.000335	323.345469
0.000698	497.306710
0.000824	413.854204
0.000276	397.902439
0.000467	365.087213
0.000067	328.517455
0.000334	499.001611
0.000768	309.522512
0.000384	444.714841
0.000646	359.507307
0.000295	372.870244
0.000426	484.630317
0.000605	341.273728
0.000926	395.074541
0.000987	344.057208
0.000771	320.439506
0.000550	356.274353
0.000387	444.929380
0.000071	453.222858
0.000796	334.068657
0.000013	407.661425
0.000482	494.745526
0.000060	302.162225
0.000049	494.206586
0.000388	451.146802
0.000531	347.309674
0.000815	402.770664
0.000983	436.886256
0.000765	439.289710
0.000453	353.028893
0.000238	449.060090
0.000840	413.682750
0.000661	366.280500
0.000184	368.226105
0.000490	357.749581
0.000629	434.621349
0.000045	304.547297
0.000566	381.659416
0.000128	300.528032
0.000036	474.252652
0.000436	346.304333
0.000595	422.097230
0.000866	395.317484
0.000520	326.699999
0.000999	481.303327
0.000058	306.500436
0.000649	407.273964
0.000750	460.038234
0.000976	359.202003
0.000096	451.169675
0.000295	302.257983
0.000818	411.887182
0.000926	356.611189
0.000741	377.288711
0.000570	376.118621
0.000039	363.958751
0.000802	369.078708
0.000453	328.031068
0.000933	385.851062
0.000808	406.197257
0.000946	422.412977
0.000788	444.882724
0.000863	453.493957
0.000975	305.170488
0.000419	376.191398
0.000017	347.050798
0.000203	384.699705
0.000907	382.503002
0.000207	460.446096
0.000612	372.691923
0.000859	326.172252
0.000219	428.270852
0.000053	347.146015
0.000567	359.209793
0.000771	327.574353
0.000762	370.151012
0.000316	333.997013
0.000327	337.496067
0.000682	392.425505
0.000255	477.985432
0.000810	486.466100
0.000662	324.656027
0.000614	310.573039
0.000556	408.185162
0.000410	475.625509
0.000510	413.428005
0.000101	415.763438
0.000938	469.291879
0.000805	384.418047
0.000051	331.942450
0.000044	378.762904
0.000414	391.463737
0.000525	489.847268
0.000632	478.129898
0.000276	416.521000
0.000605	331.476061
0.000825	360.809482
0.000810	426.913550
0.000629	481.692679
0.000400	437.554367
0.000446	343.960557
0.000275	344.301088
0.000882	420.401960
0.000257	461.274235
0.000326	327.368927
0.000124	350.755032
0.000018	462.343010
0.000169	465.639990
0.000210	334.062879
0.000831	450.405229
0.000526	364.350267
0.000167	432.064091
0.000690	459.052568
0.000211	402.700841
0.000614	447.913897
0.000586	450.229975
0.000048	483.292025
0.000429	485.355188
0.000853	489.799458
0.000422	490.069176
0.000235	357.204968
0.000652	327.204723
0.000071	458.890185
0.000148	413.648016
0.000014	302.549202
0.000434	437.651964
0.000852	346.381025
0.000586	466.437308
0.000596	349.837373
0.000672	352.666209
0.000877	447.639540
0.000065	309.097235
0.000209	473.646430
0.000458	486.477464
0.000198	422.274623
0.000660	394.103442
0.000390	304.027207
0.000563	362.081220
0.000539	457.647924
0.000618	394.011186
0.000178	458.660019
0.000328	368.399682
0.000024	454.533659
0.000944	398.151152
0.000677	339.997310
0.000305	480.643084
0.000298	348.531993
0.000072	431.389997
0.000753	384.501409
0.000532	431.693186
0.000309	372.961273
0.000407	329.882323
0.000454	356.921738
0.000904	332.597089
0.000269	420.471607
0.000320	300.525228
0.000648	465.681128
0.000790	441.872159
0.000886	424.230080
0.000036	380.914299
0.000702	333.129583
0.000716	487.952031
0.000107	304.457982
0.000235	380.760084
0.000557	434.883801
0.000361	495.194209
0.000507	319.974098
0.000106	487.981492
0.000346	339.749180
0.000603	398.883582
0.000672	473.710450
0.000450	322.436241
0.000554	417.991583
0.000484	368.400749
0.000020	478.947337
0.000261	373.903273
0.000312	496.904476
0.000922	487.833525
0.000275	352.852781
0.000752	428.254622
0.000663	408.669240
0.000477	453.500072
0.000338	401.931969
0.000033	458.691638
0.000587	401.937123
0.000055	377.117968
0.000232	431.691397
0.000489	415.993417
0.000804	359.323460
0.000121	351.586367
0.000630	499.117553
0.000553	318.442692
0.000883	357.622620
0.000990	420.652004
0.000035	303.983644
0.000420	498.588797
0.000378	483.287547
0.000380	494.377585
0.000580	389.830851
0.000580	336.903098
0.000987	306.383569
0.000761	309.696400
0.000286	320.398900
0.000247	434.246566
0.000974	480.277057
0.000027	300.270438
0.000447	416.352726
0.000687	355.194991
0.000445	327.850736
0.000691	405.336672
0.000148	440.048949
0.000312	439.486943
0.000126	350.069256
0.000658	326.793289
0.000855	384.807985
0.000568	424.412751
0.000815	343.849049
0.000321	401.522137
0.000544	432.832419
0.000952	378.742055
0.000951	342.146750
0.000046	443.130740
0.000728	374.155521
0.000260	440.721598
0.000941	327.043379
0.000624	485.964991
0.000410	389.951358
0.000312	332.474549
0.000460	304.139548
0.000732	476.223044
0.000843	402.289379
0.000155	381.052966
0.000626	377.297311
0.000605	431.612107
0.000899	307.936047
0.000781	349.307416
0.000007	466.097199
0.000808	435.886196
0.000087	343.238582
0.000958	347.957814
0.000011	301.664159
0.000227	476.189257
0.000542	361.482281
0.000647	337.259039
0.000192	443.971690
0.000627	307.504095
0.000538	398.533779
0.000949	361.114952
0.000220	490.853674
0.000367	437.640730
0.000391	306.603458
0.000165	330.853330
0.000467	307.144882
0.000427	333.184930
0.000530	426.895665
0.000520	427.797968
0.000345	457.278033
0.000359	347.366583
0.000663	302.579449
0.000967	335.954811
0.000413	378.608894
0.000878	316.814811
0.000252	358.131172
0.000983	327.619056
0.000652	414.382785
0.000216	365.549280
0.000216	306.024007
0.000118	494.932884
0.000164	316.940976
0.000368	485.996358
0.000003	384.328613
0.000818	336.859217
0.000458	453.559994
0.000194	343.106045
0.000795	357.718754
0.000339	471.664919
0.000097	412.670369
0.000902	300.463993
0.000785	491.661575
0.000995	379.179038
0.000934	368.254314
0.000554	495.075121
0.000258	417.828266
0.000503	488.763740
0.000465	436.800262
0.000160	378.590529
0.000895	399.295212
0.000240	411.383389
0.000685	458.420527
0.000560	403.474626
0.000878	413.488198
0.000338	363.721794
0.000085	351.746289
0.000732	428.162299
0.000005	336.916890
0.000339	370.187528
0.000440	330.823815
0.000174	335.931238
0.000449	357.702412
0.000796	377.509476
0.000088	389.593348
0.000414	301.741835
0.000580	366.576998
0.000907	461.865427
0.000010	456.351416
0.000769	494.170033
0.000633	443.622805
0.000757	402.349247
0.000719	382.402937
0.000679	473.199735
0.000495	485.121593
0.000747	389.170159
0.000776	316.038077
0.000218	310.845721
0.000607	312.572236
0.000778	473.200575
0.000486	462.525835
0.000944	443.031629
0.000574	409.912856
0.000032	399.856404
0.000715	337.257304
0.000691	456.230136
0.000883	330.919783
0.000191	357.467292
0.000905	342.251147
0.000068	422.234205
0.000075	414.571244
0.000417	461.346503
0.000698	400.591395
0.000086	354.740469
0.000113	323.641558
0.000846	318.587090
0.000384	453.806964
0.000271	488.085101
0.000485	318.084219
0.000759	459.808403
0.000369	499.148895
0.000555	380.054568
0.000104	475.953280
0.000982	448.001505
0.000752	370.391659
0.000064	464.007600
0.000987	366.752083
0.000424	344.530981
0.000029	403.331372
0.000097	482.888822
0.000330	345.870118
0.000671	455.653693
0.000895	462.725600
0.000882	318.501855
0.000874	400.406653
0.000612	489.829601
0.000476	323.125679
0.000037	308.194608
0.000140	424.175990
0.000844	441.562459
0.000021	362.871230
0.000209	320.975295
0.000655	422.383498
0.000162	325.109940
0.000813	458.049202
0.000785	318.670893
0.000379	305.880006
0.000077	332.154784
0.000718	448.194470
0.000439	439.210717
0.000941	395.664039
0.000546	447.747861
0.000686	462.431402
0.000194	426.403944
0.000684	351.498635
0.000988	310.261715
0.000076	361.165893
0.000514	498.133899
0.000065	361.522887
0.000678	309.301455
0.000349	462.477900
0.000636	494.084772
0.000366	374.574599
0.000101	417.698483
0.000217	365.553979
0.000973	438.247165
0.000637	416.000005
0.000276	494.865050
0.000262	462.524223
0.000506	348.704915
0.000569	372.879308
0.000724	477.612329
0.000249	354.747897
0.000962	323.918453
0.000179	383.589729
0.000684	337.932551
0.000750	420.151681
0.000170	432.152876
0.000911	375.382366
0.000246	472.399196
0.000558	332.852156
0.000098	350.745761
0.000133	480.777199
0.000662	337.758521
0.000984	387.952685
0.000096	449.714714
0.000739	360.518689
0.000438	418.099772
0.000885	417.882456
0.000354	386.691368
0.000497	487.990542
0.000292	453.792609
0.000969	414.053442
0.000783	308.660382
0.000488	463.200524
0.000239	416.191021
0.000591	314.862250
0.000985	384.019562
0.000596	415.211755
0.000396	358.243599
0.000648	455.341480
0.000956	486.272296
0.000120	462.361898
0.000903	409.714534
0.000566	429.552801
0.000245	321.826029
0.000409	498.916398
0.000041	366.175629
0.000050	462.129223
0.000739	370.767783
0.000676	303.869257
0.000698	409.040914
0.000614	312.319511
0.000431	420.967760
0.000329	333.702109
0.000805	471.104920
0.000873	340.342238
0.000789	445.564481
0.000926	317.017434
0.000837	489.364847
0.000444	494.686982
0.000383	433.043257
0.000198	468.336657
0.000509	498.701024
0.000054	348.850247
0.000723	452.651657
0.000266	332.758874
0.000621	384.954658
0.000486	399.301300
0.000354	405.022482
0.000548	416.617541
0.000804	351.806921
0.000717	496.761313
0.000418	347.435739
0.000687	382.794328
0.000459	332.721312
0.000594	445.104642
0.000278	424.215254
0.000875	486.427863
0.000857	407.542346
0.000600	421.587872
0.000321	316.952537
0.000168	306.461529
0.000771	367.327115
0.000027	357.111660
0.000204	373.805239
0.000240	422.563881
0.000438	404.376058
0.000140	407.508770
0.000418	310.431817
0.000201	493.740796
0.000786	489.280664
0.000445	315.985176
0.000775	384.858626
0.000710	441.155293
0.000889	465.609949
0.000926	364.026038
0.000390	337.123927
0.000597	384.629926
0.000303	313.432210
0.000919	333.452810
0.000241	346.668445
0.000867	313.016610
0.000140	490.999714
0.000749	445.056659
0.000852	346.823956
0.000713	416.538188
0.000117	332.762919
0.000340	308.369932
0.000657	441.417319
0.000128	356.121200
0.000323	346.415321
0.000656	321.705072
0.000459	302.867228
0.000554	448.538902
0.000231	496.646627
0.000331	368.462098
0.000880	329.555329
0.000782	423.636958
0.000416	331.162298
0.000352	465.416246
0.000905	338.686075
0.000743	417.825650
0.000866	466.030845
0.000783	421.708085
0.000620	391.052069
0.000045	314.574401
0.000997	356.035632
0.000095	451.824995
0.000743	431.243427
0.000342	392.576366
0.000061	484.591460
0.000240	312.564365
0.000594	325.240158
0.000194	469.155139
0.000785	326.037899
0.000846	490.588769
0.000278	427.010248
0.000504	340.916075
0.000077	349.972473
0.000552	416.898637
0.000862	423.255679
0.000076	428.557577
0.000743	358.499345
0.000894	340.586934
0.000875	453.570852
0.000550	490.610109
0.000749	435.543976
0.000081	419.514335
0.000274	427.558708
0.000733	355.236574
0.000607	333.945816
0.000222	437.210151
0.000999	496.025306
0.000972	459.488974
0.000762	432.625994
0.000250	454.595607
0.000576	340.041594
0.000605	432.483060
0.000341	432.197654
0.000192	436.476898
0.000924	469.730230
0.000300	499.948943
0.000942	360.543834
0.000237	467.870549
0.000257	379.595523
0.000250	324.349283
0.000167	431.000742
0.000061	481.346676
0.000849	379.318406
0.000320	444.474573
0.000138	354.032367
0.000084	354.876717
0.000981	382.555198
0.000072	478.999433
0.000983	410.434753
0.000118	396.493905
0.000260	333.416337
0.000610	324.262509
0.000284	452.251022
0.000296	353.073390
0.000828	413.172485
0.000641	451.720837
0.000191	480.777107
0.000580	331.035982
0.000838	483.640176
0.000151	354.141878
0.000780	375.091017
0.000675	421.791638
0.000410	312.497668
0.000476	449.907600
0.000596	451.409060
0.000889	401.258646
0.000534	351.850800
0.000116	373.988581
0.000014	449.230203
0.000448	363.508359
0.000879	341.214820
0.000878	355.978456
0.000052	350.792231
0.000772	391.034936
0.000837	432.080554
0.000754	371.818289
0.000417	395.317802
0.000201	471.477905
0.000365	408.457821
0.000337	386.433849
0.000955	427.895563
0.000063	461.468112
0.000832	346.470090
0.000453	404.929103
0.000152	424.970124
0.000710	350.816862
0.000768	417.786174
0.000970	330.101725
0.000974	462.988670
0.000007	320.006072
0.000751	336.487421
0.000191	396.924514
0.000322	400.798948
0.000587	300.307163
0.000234	343.199017
0.000496	481.838335
0.000237	310.582637
0.000719	482.175419
0.000447	438.158728
0.000469	433.261991
0.000297	325.053788
0.000414	306.418334
0.000012	337.962125
0.000826	303.739591
0.000306	381.029005
0.000282	411.216825
0.000558	373.042699
0.000746	401.910367
0.000953	337.353626
0.000796	443.136602
0.000117	495.275984
0.000526	326.727610
0.000942	374.731719
0.000634	413.808501
0.000838	454.277918
0.000398	494.118623
0.000351	312.622512
0.000205	321.861609
0.000948	301.093235
0.000859	352.375211
0.000443	440.011232
0.000184	398.795628
0.000583	468.693319
0.000478	480.185322
0.000390	395.316218
0.000513	443.367392
0.000609	304.753846
0.000659	376.704778
0.000320	314.152543
0.000500	446.767207
0.000929	416.841643
0.000146	315.183342
0.000774	393.400814
0.000598	441.361761
0.000359	477.230648
0.000460	331.277431
0.000610	448.208991
0.000439	482.187380
0.000023	420.356329
0.000547	485.997189
0.000803	407.817119
0.000556	484.131252
0.000399	372.547010
0.000708	328.460994
0.000672	394.346935
0.000650	301.492134
0.000076	339.266764
0.000161	445.699905
0.000552	400.243512
0.000803	442.503088
0.000063	377.193175
0.000329	336.801957
0.000735	411.822074
0.000722	469.319782
0.000232	427.919622
0.000562	458.751136
0.000812	315.660987
0.000115	464.039669
0.000894	367.224932
0.000867	400.988058
0.000601	331.030129
0.000784	373.777144
0.000687	486.588207
0.000780	403.672248
0.000612	481.701072
0.000167	441.221463
0.000725	393.642623
0.000196	412.830509
0.000605	454.139493
0.000863	465.181288
0.000205	303.619042
0.000475	362.019555
0.000866	483.849816
0.000235	317.576925
0.000938	475.940867
0.000342	311.447259
0.000080	343.681168
0.000853	369.087833
0.000792	369.527966
0.000578	348.566389
0.000159	307.040693
0.000732	360.898098
0.000634	384.618225
0.000789	404.632597
0.000642	405.142623
0.000827	422.082567
0.000039	324.658261
0.000776	489.389834
0.000831	308.461455
0.000358	321.831448
0.000153	357.705262
0.000029	414.405154
0.000098	412.806118
0.000306	490.832151
0.000971	389.331148
0.000862	335.008768
0.000051	327.762931
0.000375	342.588576
0.000184	328.971796
0.000767	376.079476
0.000013	468.778098
0.000802	329.629609
0.000928	362.998706
0.000834	395.944798
0.000092	329.916957
0.000753	465.808706
0.000474	316.894901
0.000285	393.769549
0.000428	484.325466
0.000423	495.630006
0.000472	450.132623
0.000591	323.888225
0.000568	320.949041
0.000343	481.778893
0.000416	372.375908
0.000966	439.722931
0.000792	453.351961
0.000995	365.943750
0.000024	321.046248
0.000050	458.031656
0.000487	456.831748
0.000787	308.442698
0.000217	351.427425
0.000298	369.990009
0.000978	322.722432
0.000296	440.155843
0.000034	373.206339
0.000324	352.031502
0.000366	406.691554
0.000586	352.920913
0.000170	322.574530
0.000061	450.924909
0.000126	402.884666
0.000691	313.982049
0.000423	403.036624
0.000724	404.639274
0.000642	455.986638
0.000623	449.780271
0.000137	449.403492
0.000351	439.436280
0.000907	397.904267
0.000073	426.109973
0.000281	371.083898
0.000967	360.196035
0.000529	351.461359
0.000618	327.063766
0.000386	303.652183
0.000120	452.262166
0.000610	376.532475
0.000428	346.359173
0.000757	365.060762
0.000028	486.969358
0.000993	339.647651
0.000297	407.974631
0.000145	467.854904
0.000964	353.949579
0.000502	364.859397
0.000978	404.895266
0.000847	423.433279
0.000997	382.818931
0.000657	364.385624
0.000450	362.311654
0.000230	395.359199
0.000225	472.015049
0.000936	332.294095
0.000582	322.969275
0.000674	339.655888
0.000704	403.395818
0.000660	445.360548
0.000984	490.501057
0.000273	381.586242
0.000096	442.172419
0.000607	350.373348
0.000235	363.028665
0.000886	499.526260
0.000140	364.760554
0.000902	347.478523
0.000025	398.818189
0.000514	408.510905
0.000494	363.257639
0.000871	411.081902
0.000332	410.988836
0.000883	418.777818
0.000168	429.477735
0.000205	385.809838
0.000137	475.047245
0.000478	480.411781
0.000890	321.870155
0.000137	361.518416
0.000987	495.517970
0.000759	440.499697
0.000959	458.094180
0.000033	310.376760
0.000492	447.190744
0.000221	329.081873
0.000272	309.096690
0.000823	397.465713
0.000096	371.022318
0.000041	382.508621
0.000193	489.607016
0.000673	474.208287
0.000615	369.000939
0.000506	417.749057
0.000735	433.426062
0.000649	413.219643
0.000751	432.739944
0.000720	342.493648
0.000066	377.920724
0.000938	350.175462
0.000226	331.984453
0.000720	377.304692
0.000870	321.288497
0.000203	404.906323
0.000318	417.212657
0.000298	366.415991
0.000040	427.295229
0.000848	366.072795
0.000075	321.232886
0.000288	304.485416
0.000041	307.957886
0.000897	400.294431
0.000199	474.005392
0.000926	320.245028
0.000900	445.394854
0.000997	381.833173
0.000854	334.785746
0.000711	305.110072
0.000413	331.386467
0.000014	356.851712
0.000558	390.684663
0.000839	451.822687
0.000096	320.497213
0.000086	461.310332
0.000763	425.474439
0.000608	352.258741
0.000022	448.618327
0.000371	466.259347
0.000041	364.747624
0.000189	419.908483
0.000007	336.083999
0.000843	303.273858
0.000973	345.485609
0.000397	381.703828
0.000673	366.754478
0.000717	410.644616
0.000901	352.625264
0.000315	429.392774
0.000735	405.121290
0.000220	405.512182
0.000391	389.128640
0.000176	498.116062
0.000847	308.966001
0.000442	317.236945
0.000811	363.327844
0.000362	416.711882
0.000983	353.148971
0.000352	358.881821
0.000066	468.137336
0.000513	372.766282
0.000832	452.338731
0.000713	300.457165
0.000219	371.179195
0.000967	369.828085
0.000824	358.818686
0.000275	485.183038
0.000545	363.274746
0.000607	401.158864
0.000224	403.187111
0.000602	484.508055
0.000841	346.401104
0.000458	419.237557
0.000553	313.592041
0.000682	473.336383
0.000303	497.995121
0.000935	361.558793
0.000868	416.461934
0.000608	319.716537
0.000070	475.866962
0.000624	364.199170
0.000121	439.103525
0.000446	483.342815
0.000709	426.129973
0.000166	344.209799
0.000832	446.428542
0.000801	441.966068
0.000626	457.475226
0.000920	374.491380
0.000898	371.454730
0.000869	324.043550
0.000054	323.678615
0.000960	463.184868
0.000492	411.924988
0.000285	492.895056
0.000436	469.799250
0.000757	330.800418
0.000115	404.695754
0.000551	306.170739
0.000940	353.743431
0.000571	356.078244
0.000473	470.145804
0.000358	490.487078
0.000455	305.866944
0.000764	460.287641
0.000906	381.117156
0.000528	304.302530
0.000305	326.748806
0.000512	303.171447
0.000917	448.047267
0.000776	350.016026
0.000759	459.280297
0.000806	328.058949
0.000800	493.773458
0.000540	407.735761
0.000335	458.237984
0.000042	364.428761
0.000095	433.570303
0.000157	462.873414
0.000891	487.882388
0.000497	421.325593
0.000307	453.105311
0.000675	384.997518
0.000691	411.918722
0.000023	491.384763
0.000993	313.388173
0.000199	392.031813
0.000210	440.238117
0.000150	413.952118
0.000913	437.207366
0.000186	388.761132
0.000567	342.815259
0.000516	309.621002
0.000899	354.960631
0.000903	454.649742
0.000923	301.782610
0.000081	409.389940
0.000803	441.858289
0.000020	320.914885
0.000903	433.327026
0.000856	464.565637
0.000180	357.354627
0.000407	452.457681
0.000059	340.208195
0.000094	389.000517
0.000536	362.898473
0.000715	397.003489
0.000210	490.451531
0.000536	355.070759
0.000688	391.525459
0.000927	348.770030
0.000882	379.454637
0.000645	352.193103
0.000843	460.146769
0.000455	422.057704
0.000304	474.821484
0.000226	312.841811
0.000701	324.281615
0.000686	345.186741
0.000025	434.044962
0.000656	314.722117
0.000877	307.605848
0.000927	305.873228
0.000765	429.997496
0.000241	377.235455
0.000998	406.659126
0.000318	416.710907
0.000539	313.447190
0.000985	360.814653
0.000231	494.593815
0.000332	473.991587
0.000064	306.002028
0.000803	390.981352
0.000539	421.640639
0.000220	474.388359
0.000966	422.158972
0.000182	329.829526
0.000757	372.814661
0.000889	321.338766
0.000416	431.345061
0.000840	449.772499
0.000516	425.903488
0.000286	407.705046
0.000863	432.353687
0.000216	311.866360
0.000904	433.522182
0.000092	323.868428
0.000907	346.134511
0.000588	326.783796
0.000309	452.034907
0.000506	458.989188
0.000942	301.112614
0.000926	430.656958
0.000646	428.361382
0.000087	430.330824
0.000942	425.575888
0.000306	341.750262
0.000344	338.068352
0.000413	443.346648
0.000401	444.106919
0.000882	439.644253
